"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"CIT","LIHC","Tchem","Studied",20.8333333333333,17,"protein kinase","AGC group","DMPK family","citron rho-interacting kinase","no"
"CKB","LIHC","Tbio","Studied",20.8333333333333,18,"Non-protein kinase","nucleoside/nucleotide kinase","ATP: guanidophosphotransferase","creatine kinase B-type","no"
"CKM","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","other small molecule kinase","ATP:guanido phosphotransferase family","creatine kinase m-type","no"
"CKMT1A","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","ATP:guanidophosphotransferase","creatine kinase U-type, mitochondrial","no"
"CKMT2","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","ATP: guanidophosphotransferase","creatine kinase S-type, mitochondrial","no"
"CLK1","LIHC","Tchem","Studied",0,30,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk1","no"
"CLK2","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk2","no"
"CLK3","LIHC","Tchem","Understudied",6.25,27,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk3","no"
"CLK4","LIHC","Tchem","Understudied",0,30,"protein kinase","CMGC group","CLK family","dual specificity protein kinase clk4","no"
"CMPK1","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","ADK family","UMP-CMP kinase","no"
"CMPK2","LIHC","Tbio","Studied",0,30,"Non-protein kinase","nucleoside/nucleotide kinase","thymidylate kinase family","UMP-CMP kinase","no"
"COQ8A","LIHC","Tbio","Understudied",0,30,"protein kinase","Atypical group","ABC1 family","atypical kinase COQ8A, mitochondrial","no"
"COQ8B","LIHC","Tchem","Understudied",0,30,"protein kinase","Atypical group","ABC1 family","atypical kinase COQ8B, mitochondrial","no"
"CSF1R","LIHC","Tclin","Studied",4.16666666666667,28,"protein kinase","TK group","PDGFR family","macrophage colony-stimulating factor 1 receptor","yes"
"CSK","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","CSK family","tyrosine-protein kinase csk","no"
"CSNK1A1","LIHC","Tchem","Studied",16.6666666666667,22,"protein kinase","CK1 group","CK1 family","casein kinase i isoform alpha","no"
"CSNK1A1L","LIHC","Tdark","Understudied",12.5,24,"protein kinase","CK1 group","CK1 family","casein kinase i isoform alpha-like","no"
"CSNK1D","LIHC","Tchem","Studied",22.9166666666667,16,"protein kinase","CK1 group","CK1 family","casein kinase i isoform delta","no"
"CSNK1E","LIHC","Tchem","Studied",31.25,10,"protein kinase","CK1 group","CK1 family","casein kinase i isoform epsilon","no"
"CSNK1G1","LIHC","Tchem","Understudied",33.3333333333333,8,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-1","no"
"CSNK1G2","LIHC","Tchem","Understudied",27.0833333333333,12,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-2","no"
"CSNK1G3","LIHC","Tbio","Understudied",0,30,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-3","no"
"CSNK2A1","LIHC","Tchem","Studied",35.4166666666667,5,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A2","LIHC","Tchem","Studied",18.75,20,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A3","LIHC","Tdark","Understudied",18.75,20,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha 3","no"
"CSNK2B","LIHC","Tbio","Studied",22.9166666666667,16,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit beta","no"
"DAPK1","LIHC","Tchem","Studied",14.5833333333333,23,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 1","no"
"DAPK2","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 2","no"
"DAPK3","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 3","no"
"DCK","LIHC","Tchem","Studied",20.8333333333333,18,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxycytidine kinase","no"
"DCLK1","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk1","no"
"DCLK2","LIHC","Tchem","Studied",12.5,24,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk2","no"
"DCLK3","LIHC","Tchem","Understudied",29.1666666666667,11,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk3","no"
"DDR1","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","TK group","DDR family","epithelial discoidin domain-containing receptor 1","no"
"DDR2","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","DDR family","discoidin domain-containing receptor 2","no"
"DGKA","LIHC","Tbio","Studied",0,30,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase alpha","no"
"DGKH","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase eta","no"
"DGKQ","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase theta","no"
"DGUOK","LIHC","Tbio","Studied",6.25,27,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxyguanosine kinase, mitochondrial","no"
"DMPK","LIHC","Tchem","Studied",16.6666666666667,21,"protein kinase","AGC group","DMPK family","myotonin-protein kinase","no"
"DSTYK","LIHC","Tchem","Understudied",18.75,19,"protein kinase","other group","SGK496 family","dual serine/threonine and tyrosine protein kinase","no"
"DTYMK","LIHC","Tbio","Studied",25,15,"Non-protein kinase","nucleoside/nucleotide kinase","Thymidylate kinase family","thymidylate kinase","no"
"DYRK1A","LIHC","Tchem","Studied",16.6666666666667,22,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1a","no"
"DYRK1B","LIHC","Tchem","Understudied",12.5,24,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1b","no"
"DYRK2","LIHC","Tchem","Understudied",22.9166666666667,16,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 2","no"
"DYRK3","LIHC","Tchem","Understudied",4.16666666666667,28,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 3","no"
"DYRK4","LIHC","Tchem","Understudied",4.16666666666667,28,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 4","no"
"EEF2K","LIHC","Tchem","Understudied",4.16666666666667,28,"protein kinase","Atypical group","Alpha family","eukaryotic elongation factor 2 kinase","no"
"EFNA1","LIHC","Tbio","Studied",16.6666666666667,22,"protein kinase","TK group","Eph family","ephrin-a1","no"
"EGFR","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","EGFR family","epidermal growth factor receptor","no"
"EIF2AK1","LIHC","Tchem","Studied",2.08333333333333,29,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 1","no"
"EIF2AK2","LIHC","Tchem","Studied",2.08333333333333,29,"protein kinase","other group","PEK family","interferon-induced, double-stranded rna-activated protein kinase","no"
"EIF2AK3","LIHC","Tchem","Studied",16.6666666666667,22,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 3","no"
"EIF2AK4","LIHC","Tchem","Studied",12.5,24,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 4","no"
"EPHA1","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-a receptor 1","no"
"EPHA10","LIHC","Tbio","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-a receptor 10","no"
"EPHA2","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-a receptor 2","yes"
"EPHA3","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","Eph family","ephrin type-a receptor 3","no"
"EPHA4","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-a receptor 4","no"
"EPHA5","LIHC","Tchem","Studied",27.0833333333333,12,"protein kinase","TK group","Eph family","ephrin type-a receptor 5","no"
"EPHA6","LIHC","Tchem","Studied",18.75,20,"protein kinase","TK group","Eph family","ephrin type-a receptor 6","no"
"EPHA7","LIHC","Tchem","Studied",25,14,"protein kinase","TK group","Eph family","ephrin type-a receptor 7","no"
"EPHA8","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","Eph family","ephrin type-a receptor 8","no"
"EPHB1","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","Eph family","ephrin type-b receptor 1","no"
"EPHB2","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-b receptor 2","no"
"EPHB3","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-b receptor 3","no"
"EPHB4","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","Eph family","ephrin type-b receptor 4","no"
"EPHB6","LIHC","Tchem","Studied",29.1666666666667,11,"protein kinase","TK group","Eph family","ephrin type-b receptor 6","no"
"ERBB2","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-2","no"
"ERBB3","LIHC","Tchem","Studied",20.8333333333333,17,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-3","no"
"ERBB4","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-4","no"
"ERN1","LIHC","Tchem","Studied",0,30,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire1","no"
"ERN2","LIHC","Tbio","Understudied",12.5,24,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire2","no"
"ETNK1","LIHC","Tbio","Studied",16.6666666666667,22,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 1","no"
"ETNK2","LIHC","Tdark","Studied",0,30,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 2","no"
"FASTK","LIHC","Tbio","Studied",12.5,24,"protein kinase","Atypical group","FAST family","Fas-activated serine/threonine kinase","no"
"FER","LIHC","Tchem","Studied",12.5,24,"protein kinase","TK group","FER family","tyrosine-protein kinase fer","no"
"FES","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","FER family","tyrosine-protein kinase fes/fps","no"
"FGFR1","LIHC","Tclin","Studied",0,30,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 1","yes"
"FGFR2","LIHC","Tclin","Studied",14.5833333333333,23,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 2","yes"
"FGFR3","LIHC","Tclin","Studied",14.5833333333333,23,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 3","yes"
"FGFR4","LIHC","Tclin","Studied",14.5833333333333,23,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 4","no"
"FGGY","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","FGGY Kinase family","FGGY carbohydrate kinase domain-containing protein","no"
"FGR","LIHC","Tchem","Studied",0,30,"protein kinase","TK group","SRC family","tyrosine-protein kinase fgr","no"
"FLT1","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 1","yes"
"FLT3","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","PDGFR family","receptor-type tyrosine-protein kinase flt3","yes"
"FLT4","LIHC","Tclin","Studied",12.5,24,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 3","yes"
"FN3K","LIHC","Tbio","Studied",0,30,"Non-protein kinase","other small molecule kinase","frustocamine kinase","fructosamine-3-kinase","no"
"FN3KRP","LIHC","Tbio","Studied",14.5833333333333,23,"Non-protein kinase","other small molecule kinase","frustocamine kinase","ketosamine-3-kinase","no"
"FRK","LIHC","Tchem","Studied",6.25,27,"protein kinase","TK group","SRC family","tyrosine-protein kinase frk","no"
"FUK","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","GHMP kinase","L-fucose kinase","no"
"FYN","LIHC","Tclin","Studied",0,30,"protein kinase","TK group","SRC family","tyrosine-protein kinase fyn","yes"
"GAK","LIHC","Tchem","Studied",0,30,"protein kinase","other group","NAK family","cyclin-g-associated kinase","no"
"GALK1","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GALK2","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GCK","LIHC","Tchem","Studied",12.5,24,"Non-protein kinase","carbohydrate kinase","Hexokinase family","glucokinase","no"
"GK","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase","no"
"GK2","LIHC","Tdark","Studied",0,30,"Non-protein kinase","other small molecule kinase","FGGY kinase family","glycerol kinase 2","no"
"GK3P","LIHC","Tdark","Studied",12.5,24,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase 3","no"
"GK5","LIHC","Tbio","Studied",31.25,10,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","putative glycerol kinase 5","no"
"GLYCTK","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","glycerate kinase type-2 family","glycerate kinase","no"
"GRK1","LIHC","Tchem","Studied",4.16666666666667,28,"protein kinase","AGC group","GRK family","rhodopsin kinase","no"
"GRK2","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 1","no"
"GRK3","LIHC","Tchem","Studied",12.5,24,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 2","no"
"GRK4","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 4","no"
"GRK5","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 5","no"
"GRK6","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 6","no"
"GRK7","LIHC","Tchem","Studied",0,30,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 7","no"
"GSK3A","LIHC","Tclin","Studied",33.3333333333333,8,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 alpha","no"
"GSK3B","LIHC","Tclin","Studied",14.5833333333333,23,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 beta","no"
"GUCY2C","LIHC","Tclin","Studied",12.5,24,"protein kinase","RGC group","RGC family","heat-stable enterotoxin receptor","no"
"GUCY2D","LIHC","Tbio","Studied",12.5,24,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 1","no"
"GUCY2F","LIHC","Tbio","Studied",0,30,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 2","no"
"GUK1","LIHC","Tbio","Studied",12.5,24,"Non-protein kinase","nucleoside/nucleotide kinase","Guanylate kinase family","guanylate kinase","no"
"HASPIN","LIHC","Tchem","Studied",8.33333333333333,26,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine-protein kinase haspin","no"
"HCK","LIHC","Tclin","Studied",0,30,"protein kinase","TK group","SRC family","tyrosine-protein kinase hck","yes"
"HIPK1","LIHC","Tchem","Understudied",6.25,27,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 1","no"
"HIPK2","LIHC","Tchem","Studied",0,30,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 2","no"
"HIPK3","LIHC","Tchem","Understudied",18.75,20,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 3","no"
"HIPK4","LIHC","Tchem","Understudied",16.6666666666667,22,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 4","no"
"HK1","LIHC","Tchem","Studied",18.75,20,"Non-protein kinase","carbohydrate kinase","Hexokinase family","hexokinase-1","no"
"HK2","LIHC","Tchem","Studied",33.3333333333333,8,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 2","no"
"HK3","LIHC","Tbio","Studied",0,30,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 3","no"
